,City,Id,Name,Fees,Experience,Contact,Website,AvailDay,Address
25,KOLKATA,0,Reshmi Sensarma Basu,1000,22,-9152837284,http://sarmabasukolkata.justdial.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"51, Baroda Avnue, Garia, Kolkata - 700084, Palki Resturent "
26,KOLKATA,1,Dr Arnab Banerjee,1000,0,-9152760927,http://www.psychiapristararnabbanerjee.com/,Monday Tuesday Wednesday Thursday X Saturday X,"7e, Cornfild Road, Garihat, Gariahat, Kolkata - 700019, Behind Junior South Point School "
27,KOLKATA,2,Dr. Anjan Bhattacharya,1050,27,-9152106650,http://www.dranjanbhattacharya.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"58, Child Development Center, Apollo Gleneagles Hospital, Canal Circular Road, Kankurgachi, Kolkata - 700054, Near Salt Lake Stadium "
28,KOLKATA,3,Dipannita Deb,1000,0,-9152224618,http://www.nirvanaaforyou.in/,Monday Tuesday Wednesday Thursday Friday Saturday X,"Sabujdeep Apartment, Block Y, First Floor, Rabindrapally Kestopur, Rabindra Pally-keshtopur, Kolkata - 700101, Opposite Lane to Neelkamal Super Market "
29,KOLKATA,4,Dr. Sayandip Ghosh,,0,-9830275768,https://www.justdial.com/Kolkata/Dr-Sayandip-Ghosh-Near-95-Pally-Club-Jodhpur-Park/033PXX33-XX33-120802165013-D4J2_BZDET?xid=S29sa2F0YSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Pearless Hospital, Panchasayar, Lifeline Kalyani, Dana, Jodhpur Park, Kolkata - 700068, Near 95 Pally Club "
30,KOLKATA,5,Innova Education And Management Services.,,0,-9152300303,http://www.innovaeducation.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"A25, Amarobati, Sodepur, Kolkata - 700110, Sodepur Railway Station & Amarabati Bus Stop "
31,Chennai,0,Dr Prabhakarans Mind & Soul Care Clinic,1000,0,-9152123438,http://www.mindandsoulcareclinic.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"New No 35 Old No 17, Loganathan Colony, Mylapore, Chennai - 600004, Near City Centre "
32,Chennai,1,Ganesan S V,1000,8,-9940217372,http://www.gansonholistics.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 1/10A, ECR Road, Thiruvanmiyur, Chennai - 600041, Near RTO Office "
33,Chennai,2,Dr. Radhika Psychiatrist Chennai Minds,1000,20,-9152553658,http://www.chennaiminds.com/,Monday X Wednesday X Friday Saturday X,"No 24 Block S 11 SS Pankajam Enclave, Arunachalam Road, Saligramam, Chennai - 600093, Next to Cake World "
34,Chennai,3,Face And Mind Care,400,0,-9152380992,http://www.faceandmindcare.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"2 Damodaran Street, Chetpet, chennai - 600031, Opp to Old Rto Office "
35,Chennai,4,AKSHANYA SPECIALITY CLINIC - VELACHERY,600,0,-9152176273,https://www.justdial.com/Chennai/AKSHANYA-SPECIALITY-CLINIC-VELACHERY-Opposite-to-Chennai-Silks-Velacheri/044PXX44-XX44-180308182825-J7C4_BZDET?xid=Q2hlbm5haSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"40, Ramnagar 6th Street, Velacheri, Chennai - 600042, Opposite to Chennai Silks "
36,Chennai,5,Sriram Ortho & Physiotherapy Centre,600,0,-9152176273,https://www.justdial.com/Chennai/Sriram-Ortho-Physiotherapy-Centre-Opp-to-Kamatchi-Amman-Temple-Perungalathur/044PXX44-XX44-150302113245-T5H3_BZDET?xid=Q2hlbm5haSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday X,"No:33, Kamarajar High Road, Perungalathur, chennai - 600063, Opp to Kamatchi Amman Temple "
37,Chennai,6,Madras Medical Centre,750,15,-28224013,http://www.madrasmedicalcentre.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 1A, Mangadu Swamy Street, Nungambakkam, Chennai - 600034, Opposite to Perumal Temple "
38,Chennai,7,Hygeia Healthcare,,0,-47450952,http://hygeiahealthcare.in/,Monday Tuesday Wednesday Thursday Friday Saturday X,"No124, Creations Genesis, Egattur Natham Link Road Inside SIPCOT, Navalur, Chennai - 600130, Near Mohamed Satak Engineering College "
39,Chennai,8,Bharathirajaa Hospital & Research Centre Pvt Ltd,,0,-9152962757,http://www.brhospitals.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 20, G N Chetty Road, T Nagar, Chennai - 600017, Near Peninsula Hotel & AGS Theatre "
40,Chennai,9,SPARC,500,0,-9152191826,https://www.justdial.com/Chennai/SPARC-Near-Varadaraja-Theatre-Chitlapakkam/044PXX44-XX44-130927231511-E5A9_BZDET?xid=Q2hlbm5haSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday X,"No 13/19, Anna Street, Chitlapakkam, Chennai - 600064, Near Varadaraja Theatre "
41,Chennai,10,JIP Diabetic Multispeciality Hospital,300,13,-22641175,http://www.drneochurch.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 81/66, GST Road, Pallavaram, Chennai - 600043, Opp to Olympia Tower "
42,Chennai,11,Maaya Womens Hospital &Fertility Centre,,0,-26511066,http://www.maayawomenshospital.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 5, 6 Pazhaniappan Nagar, 200 Feet Road, Kolathur, Chennai - 600099, Near Senthil Nagar Junction Opp to Nachiyar Restaurant "
43,Chennai,12,Hemamalini Bashyam,100,0,-9152321120,https://www.justdial.com/Chennai/Hemamalini-Bashyam-Near-Mc-Donalds-Anna-Nagar/044P4090009_BZDET?xid=Q2hlbm5haSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"New No 36 Old No W 106, 2nd Avenue, Anna Nagar, Chennai - 600040, Near Mc Donalds "
44,Chennai,13,Sathya Physiotherapy Centre,300,0,-28158624,https://www.justdial.com/Chennai/Sathya-Physiotherapy-Centre-Near-Grt-Jewwlery-T-Nagar/044PXX44-XX44-100110073726-I8C7_BZDET?xid=Q2hlbm5haSBQc3ljaG90aGVyYXB5IERvY3RvcnM=,Monday Tuesday Wednesday Thursday Friday Saturday X,"No 5/3, Coats Road, T Nagar, chennai - 600017, Near Grt Jewwlery "
45,Chennai,14,Astro Agam,,0,-8107911820,http://www.astroagam.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Flat No. 1008, Sky B Building, RSG The Universe, Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002 "
46,Chennai,15,Psychonnect.Com,,0,-9152783698,http://www.psychonnect.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"AJ-268, Sector 2, Saltlake City, Sech Bhawan, Kolkata - 700091"
47,Mumbai,0,Dr. Pavan Sonar,2000,11,-9152376736,http://www.drpavansonar.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"C/o Bhagat Polyclinic, 2nd Floor, Ganjawala Apartment, Ganjawala Lane, Borivali West, Mumbai - 400092, Near Punjab National Bank "
48,Mumbai,1,Mind Mechanics,,0,-9152784337,http://www.mindmechanics.in/,Monday Tuesday Wednesday Thursday Friday Saturday X,"IDBI World Trade Center 1, 7th Floor Office No 3, Cuffe Parade, Cuffe Parade-Colaba, Mumbai - 400005, World Trade Centre "
49,Mumbai,2,Dr.Pirya Desai,,0,-9820708228,https://www.justdial.com/Mumbai/Dr-Pirya-Desai-Near-Thacrey-Auditorium-Govind-Nagar-Borivali-West/022PXX22-XX22-140525075429-D8A1_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Block No 10/2/21, 1st Floor, Mohan Society, Borivali West, Mumbai - 400092, Near Thacrey Auditorium,Govind Nagar "
50,Mumbai,3,Dr. Kirans Mind Center & Polyclinic,1000,0,-9152234677,http://www.drkiranmindcenter.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"B 102, Giriraj Heights, Vrajbhoomi Complex, Link Road, Kandivali West, Mumbai - 400067, Above Axis Bank "
51,Mumbai,4,Dr. Sagar Mundada,100,0,-9152701671,https://www.justdial.com/Mumbai/Dr-Sagar-Mundada-Next-to-Vodafone-Gallery-Malad-West/022PXX22-XX22-180511155845-H7M8_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday X,"Health Spring, Shop No. 4, Link Road, Malad West, Mumbai - 400064, Next to Vodafone Gallery "
52,Mumbai,5,Paarshad Healthcare,530,0,-9152271296,https://www.justdial.com/Mumbai/Paarshad-Healthcare-Charkop-Near-Dena-Bank-Kandivali-West/022PXX22-XX22-140101082628-M6P4_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Mansi Chs Ltd, D 5, Plot No 536, Sector 5, Kandivali West, Mumbai - 400067, Charkop, Near Dena Bank "
53,Mumbai,6,Nature Care Resonance Wellness Center,1000,0,-9152959520,http://www.naturecareresonance.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"B006, Shehnai, Smt Gladys Alvares Road, Lokpuram Society-thane West, Thane - 400610, Opposite Hiranandani Meadows, Behind Axis Bank, Near Lokpura "
54,Mumbai,7,Dr Utkarsh Mankar Psychiatric Consultation & Home Visits,1000,0,-9152959520,https://www.justdial.com/Mumbai/Dr-Utkarsh-Mankar-Psychiatric-Consultation-Home-Visits-Kurla-West/022PXX22-XX22-190916173120-Z2F4_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Family Health Clinic, Shop No 8, C Block, Suleman Blg 302, Lbs Road, Kurla West, Mumbai - 400070 "
55,Mumbai,8,S K Rehab Centre,,0,-9152287706,http://www.kailashmantry.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"A-1101, Videocon Tower, Thakur Complex, Kandivali East, Mumbai - 400101, Behind Saidham Mandir "
56,Mumbai,9,Dr Amita Motwani's Mind And Body Wellness Clinic,12,0,-9152191934,https://www.justdial.com/Mumbai/Dr-Amita-Motwanis-Mind-And-Body-Wellness-Clinic-Opposite-Joggers-Park-Lokhandwala-Complex-Andheri-West/022PXX22-XX22-200205233540-R5F5_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Meghdoot, Lokhandwala Creek Road, Lokhandwala Complex-Andheri West, Mumbai - 400053, Opposite Joggers Park "
57,Mumbai,10,Dr. Amitabh Ghosh,2000,30,-9820199412,http://www.psychiatristnearme.in/,Monday X Wednesday X Friday Saturday X,"Vitatsu, B 107 Twin Tower, 2nd Cross Lane, Andheri West, Mumbai - 400053, Lokhandwala Market, Behind Rajput Dairy "
58,Mumbai,11,Unlimited Potentialities,10,0,-28651461,http://www.unlimitedpotentialities.in/,Monday Tuesday Wednesday Thursday Friday Saturday X,"603 Aura Biplex Senate, S V Road, Borivali West, Mumbai - 400092, Above Kalyan Jewellers "
59,Mumbai,12,Dr. Rahul Bhatambre,1000,0,-9152235504,http://www.drrahulbhatambre.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"Mansparsh Clinic Kharghar, Panvel., Kharghar, Navi Mumbai - 410210 "
60,Mumbai,13,Dr. Nishtha Dalwani,21,0,-9152676734,https://www.justdial.com/Mumbai/Dr-Nishtha-Dalwani-Ashok-Van-Dahisar-East/022PXX22-XX22-181204063407-S8T2_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday X,"1, Sadguru Heights, Ashok One Hospital, Ashok Van-Dahisar East, Mumbai - 400068 "
61,Mumbai,14,Shree Kesav Clinic,,0,-9152467546,https://www.justdial.com/Mumbai/Shree-Kesav-Clinic-Near-Vijaya-Bank-Andheri-West/022PXX22-XX22-200114182930-I7H9_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Devgan Banglow, House No 2, Svp Nagar Mahada, Andheri West, Mumbai - 400053, Near Vijaya Bank"
62,Mumbai,15,Apex Hospital,,0,-9152761463,http://www.apexhospitals.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Tulsi Pipe Line Road, Mulund West, Mumbai - 400080, NR Sapna Nagari Road and Model Township Phase II "
63,Mumbai,16,Dr. Ajit Dandekar,100,0,-26287719,https://www.justdial.com/Mumbai/Dr-Ajit-Dandekar-Above-Golden-Chariot-Restaurant-Opposite-Shoppers-Stop-Andheri-West/022PXX22-XX22-140809171554-R7A1_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday X,"C-3, First Floor, Viral Appartment, S V Road, Andheri West, Mumbai - 400058, Above Golden Chariot Restaurant, Opposite Shoppers Stop "
64,Mumbai,17,Mantry Psychiatric Hospital & Rehab Centre,1000,0,-8928806116,https://www.justdial.com/Mumbai/Mantry-Psychiatric-Hospital-Rehab-Centre-Near-Sai-Baba-Mandir-Kandivali-East/022PXX22-XX22-181227150527-F4K3_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"209 V Mall, Thakur Complex, Kandivali East, Mumbai - 400101, Near Sai Baba Mandir "
65,Mumbai,18,Bright Minds- Psychological Counselling and Career Guidance Center,,0,-9967342955,https://www.justdial.com/Mumbai/Bright-Minds-Psychological-Counselling-and-Career-Guidance-Center-Near-Saraswati-Marathi-School-and-Malhar-Talkies-Thane-West/022PXX22-XX22-170704135516-U2F6_BZDET?xid=TXVtYmFpIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Shop No 20, Ground Floor, Saphlya, Gawand Path, Bhaskar Colony, Naupada Road, Thane West, Thane - 400602, Near Saraswati Marathi School and Malhar Talkies "
66,Bengaluru,0,Life Span,100,0,-9152750697,https://www.justdial.com/Bangalore/Life-Span-Opp-to-Bharat-benz-showroom-Nelamangala/080PXX80-XX80-200124131819-T5G4_BZDET?xid=QmFuZ2Fsb3JlIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No.69/1, Budihal village, Nelamangala, Bangalore - 562123, Opp to Bharat benz showroom"
67,Bengaluru,1,Mind And Brain Hospital,750,0,-9152350833,http://www.mindandbrain.co.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 150/24, Kodigehalli Main Road, Sahakara Nagar, Bangalore - 560092, Near Trio World School,Next to Sri Sai Krupa Hospital "
68,Bengaluru,2,Cosmic Healing Center,500,20,-9945208436,http://www.cosmichealingcentere.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No.45, 1st Cross, 5th Main, Manjunath Layout, Rt Nagar, Bangalore - 560032, Near Mamtha High School "
69,Bengaluru,3,Medall Clumax Diagnostics,700,0,-9152365138,http://www.medall.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"M S Signature House, Hormavu Main Road, 1st Cross, P and T Layout, Horamavu, Bangalore - 560043, Opposite HDFC BANK "
70,Bengaluru,4,Prolife Multispeciality Hospital,,0,-9152381922,http://www.prolifehospital.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"#248/249/289/101, B B Road, International Airport Road, Byataranyanapura, Bangalore - 560092, Near Byatarayanapura Signal, Opposite to Kodandarama Temple "
71,Bengaluru,5,Ssnmc Super Specialty Hospital,,0,-9152388271,http://www.ssnmc.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No.8, Ideal Homes, HBCS Layout, Rajarajeshwari Nagar, Bangalore - 560098 "
72,Bengaluru,6,Bangalore Baptist Hospital,48,0,-9152111166,http://www.bbh.org.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Bangalore Baptist Hospital, Bellary Road, Hebbal, Bangalore - 560024, Near Canara Bank "
73,Bengaluru,7,Namma Clinics,500,0,-9152827193,http://www.nammaclinics.com/,Monday Tuesday Wednesday Thursday Friday Saturday X,"First Floor, 323, Sahakara Nagar Main Road, Sahakara Nagar, Bangalore - 560092, Opposite to Axis Bank "
74,Bengaluru,8,Astro Agam,,0,-8107911820,http://www.astroagam.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Flat No. 1008, Sky B Building, RSG The Universe, Near Girja Vyas Petrol Pump Saveena, Hiran Magri, Udaipur-Rajasthan - 313002 "
75,Bengaluru,9,M S Ramaiah Memorial Hospital,,0,-23608877,http://www.msrmh.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,
76,Bengaluru,10,Vita Plus Clinic,1000,0,-9152423581,http://www.vitaplushealthcare.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No. 46 Nayak Layout, Byrappa Circle, Jp Nagar 8th Phase, Bangalore - 560076, Near Axis Bank ATM "
77,Bengaluru,11,Aryan Multi Speciality Hospital,,0,-9152322555,http://www.aryanmsh.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No.4 and 5, 80 Feet Road, Mariyappana Palya Circle, Jnana Ganga Nagar, Mariappanapalya-gnanabharathi, Bangalore - 560056 "
78,Bengaluru,12,Medentzz Poly Clinic And Diagnostic Lab,430,0,-41556144,https://www.justdial.com/Bangalore/Medentzz-Poly-Clinic-And-Diagnostic-Lab-Near-108-b-Bus-Stop-RT-Nagar/080PXX80-XX80-130411160047-V3I7_BZDET?xid=QmFuZ2Fsb3JlIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No.400, Ranganatha Complex, Opp HMT Ground, RT Nagar, Bangalore - 560032, Near 108 'b' Bus Stop "
79,Bengaluru,13,Panacea Homeopathic Clinic,1100,0,-26601707,http://www.panaceahomoeopathy.co.in/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 198/7, Shop No 1, 1st Floor, Gandhi Bazar Main Road, Basavanagudi, Bangalore - 560004 "
80,Bengaluru,14,Psychonnect.Com,,0,-9152783698,http://www.psychonnect.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"AJ-268, Sector 2, Saltlake City, Sech Bhawan, Kolkata - 700091"
81,Bengaluru,15,Prakash Psychiatry And Sexology Clinic,250,0,-9620552582,https://www.justdial.com/Bangalore/Prakash-Psychiatry-And-Sexology-Clinic-Opposite-JP-PARK-Swimming-Pool-Gate-Mathikere/080PXX80-XX80-120917100445-S1F6_BZDET?xid=QmFuZ2Fsb3JlIFBzeWNob3RoZXJhcHkgRG9jdG9ycw==,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"Thanushree Complex, 9th Main, 3rd Block, 16 The Cross, Tank Bund Road, Brindavan Nagar, Mathikere, Bangalore - 560054, Opposite JP PARK Swimming Pool Gate "
82,Bengaluru,16,Apoorva Diagnostic And Healthcare,,0,-46645544,http://www.vittalsdiagnostics.com/,Monday Tuesday Wednesday Thursday Friday Saturday Sunday,"No 325.1st Floor, CMH Road, Indiranagar, Bangalore - 560038, Near Metro Station "
